artist_name,specific_genre
boris gardiner,rock steady
golden earring,album rock
golden earring,classic rock
golden earring,dutch pop
golden earring,dutch prog
golden earring,dutch rock
golden earring,hard rock
golden earring,nederpop
tom waits,folk
tom waits,folk rock
tom waits,roots rock
tom waits,singer-songwriter
aerosmith,album rock
aerosmith,classic rock
aerosmith,hard rock
aerosmith,rock
diana ross,adult standards
diana ross,disco
diana ross,funk
diana ross,mellow gold
diana ross,motown
diana ross,quiet storm
diana ross,soft rock
diana ross,soul
rush,album rock
rush,art rock
rush,canadian metal
rush,classic canadian rock
rush,classic rock
rush,hard rock
rush,metal
rush,progressive rock
rush,rock
the amboy dukes,blues rock
the amboy dukes,classic garage rock
the amboy dukes,detroit rock
the amboy dukes,freakbeat
the amboy dukes,hard rock
the amboy dukes,protopunk
the amboy dukes,psychedelic rock
parliament,afrofuturism
parliament,funk
parliament,funk rock
parliament,jazz funk
parliament,motown
parliament,p funk
parliament,soul
kiss,album rock
kiss,classic rock
kiss,glam rock
kiss,hard rock
kiss,metal
kiss,rock
supertramp,album rock
supertramp,art rock
supertramp,classic rock
supertramp,glam rock
supertramp,mellow gold
supertramp,piano rock
supertramp,progressive rock
supertramp,rock
supertramp,soft rock
styx,album rock
styx,art rock
styx,classic rock
styx,hard rock
styx,mellow gold
styx,progressive rock
styx,rock
styx,soft rock
journey,album rock
journey,classic rock
journey,hard rock
journey,mellow gold
journey,rock
journey,soft rock
bruce springsteen,classic rock
bruce springsteen,heartland rock
bruce springsteen,mellow gold
bruce springsteen,permanent wave
bruce springsteen,rock
bruce springsteen,singer-songwriter
klaatu,album rock
klaatu,art rock
klaatu,beatlesque
klaatu,canadian psychedelic
klaatu,classic rock
klaatu,glam rock
klaatu,progressive rock
klaatu,symphonic rock
judas priest,album rock
judas priest,birmingham metal
judas priest,classic rock
judas priest,hard rock
judas priest,metal
judas priest,power metal
judas priest,rock
bob seger,album rock
bob seger,blues rock
bob seger,classic rock
bob seger,country rock
bob seger,detroit rock
bob seger,folk rock
bob seger,heartland rock
bob seger,mellow gold
bob seger,rock
bob seger,soft rock
burton cummings,canadian singer-songwriter
burton cummings,classic canadian rock
ac/dc,australian rock
ac/dc,hard rock
ac/dc,rock
the alan parsons project,album rock
the alan parsons project,art rock
the alan parsons project,classic rock
the alan parsons project,mellow gold
the alan parsons project,progressive rock
the alan parsons project,soft rock
the alan parsons project,symphonic rock
ramones,classic rock
ramones,early us punk
ramones,permanent wave
ramones,punk
ramones,rock
ramones,skate punk
boston,album rock
boston,classic rock
boston,country rock
boston,hard rock
boston,mellow gold
boston,rock
boston,soft rock
john sebastian,country rock
john sebastian,folk
john sebastian,folk rock
john sebastian,mellow gold
john sebastian,yacht rock
the stills-young band,country rock
the stills-young band,folk rock
the stills-young band,roots rock
foreigner,album rock
foreigner,classic rock
foreigner,hard rock
foreigner,mellow gold
foreigner,rock
foreigner,soft rock
scorpions,album rock
scorpions,german hard rock
scorpions,german metal
scorpions,german rock
scorpions,hard rock
scorpions,metal
scorpions,rock
iggy pop,alternative rock
iggy pop,classic rock
iggy pop,glam rock
iggy pop,new wave
iggy pop,permanent wave
iggy pop,post-punk
iggy pop,protopunk
iggy pop,punk
iggy pop,rock
talking heads,art punk
talking heads,art rock
talking heads,dance rock
talking heads,funk rock
talking heads,new wave
talking heads,permanent wave
talking heads,post-punk
talking heads,rock
talking heads,zolo
frank stallone,yacht rock
sex pistols,punk
sex pistols,rock
meat loaf,album rock
meat loaf,classic rock
meat loaf,mellow gold
meat loaf,rock
meat loaf,soft rock
dan hill,adult standards
dan hill,mellow gold
dan hill,soft rock
prince,bachata
prince,latin
prince,latin hip hop
prince,latin pop
rainbow,indie folk
rainbow,modern alternative rock
rainbow,modern rock
rainbow,stomp and holler
the police,album rock
the police,art rock
the police,classic rock
the police,mellow gold
the police,new wave
the police,permanent wave
the police,rock
the police,soft rock
ian gomm,pub rock
angela bofill,adult standards
angela bofill,quiet storm
angela bofill,soft rock
angela bofill,urban contemporary
toto,album rock
toto,classic rock
toto,mellow gold
toto,rock
toto,soft rock
toto,yacht rock
999,k-pop reality show
generation x,glam punk
generation x,pub rock
generation x,punk
england dan,adult standards
england dan,bubblegum pop
england dan,country rock
england dan,folk rock
england dan,mellow gold
england dan,soft rock
mother's finest,funk rock
black flag,alternative rock
black flag,california hardcore
black flag,hardcore punk
black flag,punk
black flag,ska punk
paul stanley,album rock
paul stanley,glam metal
paul stanley,hard rock
ace frehley,album rock
ace frehley,glam metal
ace frehley,hard rock
ace frehley,metal
ace frehley,rock
devo,boy band
devo,funk
devo,hip hop
devo,hip pop
devo,new jack swing
devo,quiet storm
devo,r&b
devo,urban contemporary
buzzcocks,alternative rock
buzzcocks,hardcore punk
buzzcocks,madchester
buzzcocks,new wave
buzzcocks,post-punk
buzzcocks,pub rock
buzzcocks,punk
commodores,adult standards
commodores,disco
commodores,funk
commodores,mellow gold
commodores,motown
commodores,quiet storm
commodores,soft rock
commodores,soul
van halen,album rock
van halen,classic rock
van halen,hard rock
van halen,metal
van halen,rock
reo speedwagon,album rock
reo speedwagon,classic rock
reo speedwagon,country rock
reo speedwagon,hard rock
reo speedwagon,heartland rock
reo speedwagon,mellow gold
reo speedwagon,rock
reo speedwagon,soft rock
jim morrison,classic rock
jim morrison,psychedelic rock
wreckless eric,pub rock
nicolette larson,mellow gold
nicolette larson,soft rock
nicolette larson,yacht rock
david gilmour,album rock
david gilmour,art rock
david gilmour,classic rock
david gilmour,progressive rock
david gilmour,symphonic rock
henry paul band,country rock
henry paul band,modern southern rock
henry paul band,southern rock
the flying lizards,post-punk
the flying lizards,zolo
joy division,alternative rock
joy division,madchester
joy division,new wave
joy division,post-punk
joy division,rock
joy division,uk post-punk
rex smith,soft rock
motörhead,album rock
motörhead,alternative metal
motörhead,hard rock
motörhead,metal
motörhead,rock
motörhead,speed metal
the damned,alternative rock
the damned,gothic rock
the damned,hardcore punk
the damned,new wave
the damned,post-punk
the damned,pub rock
the damned,punk
triumph,album rock
triumph,canadian metal
triumph,classic canadian rock
triumph,classic rock
triumph,glam metal
triumph,hard rock
triumph,mellow gold
triumph,metal
triumph,rock
triumph,soft rock
randy vanwarmer,soft rock
madness,new romantic
madness,ska
madness,ska revival
raydio,yacht rock
kc & the sunshine band,disco
kc & the sunshine band,funk
kc & the sunshine band,motown
kc & the sunshine band,quiet storm
kc & the sunshine band,soft rock
kc & the sunshine band,soul
angel witch,doom metal
angel witch,hard rock
angel witch,metal
angel witch,nwobhm
angel witch,nwothm
angel witch,speed metal
angel witch,thrash metal
ozzy osbourne,album rock
ozzy osbourne,birmingham metal
ozzy osbourne,hard rock
ozzy osbourne,metal
ozzy osbourne,rock
girlschool,hard rock
girlschool,metal
girlschool,nwobhm
airplay,deep soft rock
airplay,yacht rock
dead kennedys,early us punk
dead kennedys,hardcore punk
dead kennedys,punk
dead kennedys,skate punk
billy squier,album rock
billy squier,classic rock
billy squier,country rock
billy squier,glam metal
billy squier,hard rock
billy squier,heartland rock
billy squier,mellow gold
billy squier,rock
billy squier,soft rock
bauhaus,alternative rock
bauhaus,dark wave
bauhaus,dream pop
bauhaus,gothic rock
bauhaus,new wave
bauhaus,post-punk
u2,irish rock
u2,permanent wave
u2,rock
the cure,new wave
the cure,permanent wave
the cure,rock
the cure,uk post-punk
iron maiden,hard rock
iron maiden,metal
iron maiden,nwobhm
iron maiden,rock
robbie dupree,soft rock
robbie dupree,yacht rock
michael schenker group,album rock
michael schenker group,german hard rock
michael schenker group,glam metal
michael schenker group,hard rock
michael schenker group,metal
michael schenker group,neo classical metal
mötley crüe,glam metal
mötley crüe,hard rock
mötley crüe,metal
mötley crüe,rock
mötley crüe,sleaze rock
air supply,adult standards
air supply,mellow gold
air supply,soft rock
chilliwack,album rock
chilliwack,classic canadian rock
chilliwack,classic rock
chilliwack,mellow gold
chilliwack,soft rock
depeche mode,dance rock
depeche mode,new romantic
depeche mode,new wave
depeche mode,permanent wave
depeche mode,synthpop
stevie nicks,album rock
stevie nicks,heartland rock
stevie nicks,mellow gold
stevie nicks,soft rock
sad lovers & giants,dark post-punk
sad lovers & giants,dream pop
sad lovers & giants,gothic post-punk
sad lovers & giants,gothic rock
sad lovers & giants,new wave
sad lovers & giants,post-punk
sad lovers & giants,uk post-punk
sammy hagar,album rock
sammy hagar,classic rock
sammy hagar,country rock
sammy hagar,glam metal
sammy hagar,hard rock
sammy hagar,heartland rock
sammy hagar,mellow gold
sammy hagar,metal
sammy hagar,rock
sammy hagar,soft rock
phil collins,mellow gold
phil collins,rock drums
phil collins,soft rock
venom,black metal
venom,black thrash
venom,british black metal
venom,death metal
venom,hard rock
venom,metal
venom,nwobhm
venom,old school thrash
venom,speed metal
venom,thrash metal
def leppard,album rock
def leppard,hard rock
def leppard,nwobhm
def leppard,rock
joan jett & the blackhearts,glam punk
joan jett & the blackhearts,rock
marty balin,soft rock
gino vannelli,adult standards
gino vannelli,classic canadian rock
gino vannelli,mellow gold
gino vannelli,soft rock
gino vannelli,yacht rock
the time,electro
the time,funk
the time,funk rock
the time,minneapolis sound
the time,new jack swing
the time,post-disco
the time,quiet storm
the time,soul
the time,synth funk
the time,urban contemporary
manowar,comic metal
manowar,hard rock
manowar,metal
manowar,power metal
manowar,rock
manowar,us power metal
anvil,canadian metal
anvil,hard rock
anvil,metal
anvil,speed metal
anvil,thrash metal
amy grant,christian alternative rock
amy grant,christian music
dire straits,album rock
dire straits,classic rock
dire straits,mellow gold
dire straits,rock
dire straits,soft rock
split enz,australian alternative rock
split enz,kiwi rock
split enz,zolo
misfits,horror punk
misfits,new jersey hardcore
misfits,new jersey punk
misfits,punk
vandenberg,chill guitar
bad brains,alternative rock
bad brains,black punk
bad brains,dc hardcore
bad brains,hardcore punk
bad brains,nyhc
bad brains,post-hardcore
bad brains,punk
bad brains,ska punk
asia,album rock
asia,art rock
asia,classic rock
asia,hard rock
asia,mellow gold
asia,progressive rock
asia,soft rock
asia,symphonic rock
michael mcdonald,mellow gold
michael mcdonald,quiet storm
michael mcdonald,soft rock
michael mcdonald,yacht rock
christian death,dark wave
christian death,deathrock
christian death,ethereal wave
christian death,gothic rock
aldo nova,album rock
aldo nova,canadian metal
aldo nova,classic canadian rock
aldo nova,glam metal
aldo nova,hard rock
survivor,album rock
survivor,hard rock
survivor,mellow gold
survivor,rock
survivor,soft rock
night ranger,album rock
night ranger,classic rock
night ranger,glam metal
night ranger,hard rock
night ranger,heartland rock
night ranger,mellow gold
night ranger,rock
night ranger,soft rock
slayer,alternative metal
slayer,death metal
slayer,hard rock
slayer,metal
slayer,nu metal
slayer,old school thrash
slayer,rock
slayer,speed metal
slayer,thrash metal
quiet riot,album rock
quiet riot,classic rock
quiet riot,glam metal
quiet riot,hard rock
quiet riot,metal
quiet riot,rock
suicidal tendencies,alternative metal
suicidal tendencies,california hardcore
suicidal tendencies,crossover thrash
suicidal tendencies,funk metal
suicidal tendencies,hardcore punk
suicidal tendencies,metal
suicidal tendencies,nu metal
suicidal tendencies,old school thrash
suicidal tendencies,punk
suicidal tendencies,rap rock
suicidal tendencies,thrash metal
mercyful fate,album rock
mercyful fate,danish metal
mercyful fate,death metal
mercyful fate,doom metal
mercyful fate,hard rock
mercyful fate,metal
mercyful fate,thrash metal
queensrÿche,album rock
queensrÿche,classic rock
queensrÿche,glam metal
queensrÿche,hard rock
queensrÿche,metal
queensrÿche,progressive metal
queensrÿche,rock
queensrÿche,us power metal
zebra,funk metal
zebra,pop punk
zebra,punk
zebra,rap rock
zebra,skate punk
mike oldfield,album rock
mike oldfield,art rock
mike oldfield,new age
mike oldfield,progressive rock
mike oldfield,symphonic rock
dio,melodic rap
dio,pop rap
john cafferty & the beaver brown band,album rock
john cafferty & the beaver brown band,heartland rock
john cafferty & the beaver brown band,mellow gold
ministry,alternative metal
ministry,double drumming
ministry,industrial
ministry,industrial metal
ministry,industrial rock
ministry,nu metal
ministry,rap rock
lionel richie,adult standards
lionel richie,disco
lionel richie,mellow gold
lionel richie,quiet storm
lionel richie,soft rock
twisted sister,album rock
twisted sister,glam metal
twisted sister,hard rock
twisted sister,metal
twisted sister,rock
accept,album rock
accept,german heavy metal
accept,german metal
accept,glam metal
accept,hard rock
accept,metal
accept,power metal
accept,rock
accept,speed metal
accept,thrash metal
james ingram,adult standards
james ingram,quiet storm
james ingram,soft rock
james ingram,urban contemporary
metal church,album rock
metal church,hard rock
metal church,melodic thrash
metal church,metal
metal church,old school thrash
metal church,speed metal
metal church,thrash metal
metal church,us power metal
ratt,choral
ratt,classical performance
ratt,orchestral performance
the smiths,madchester
the smiths,new wave
the smiths,permanent wave
the smiths,rock
the smiths,uk post-punk
timothy b. schmit,deep soft rock
timothy b. schmit,yacht rock
tommy shaw,album rock
los lobos,roots rock
dokken,album rock
dokken,classic rock
dokken,glam metal
dokken,hard rock
dokken,metal
dokken,rock
bon jovi,glam metal
bon jovi,rock
steve perry,album rock
steve perry,mellow gold
steve perry,soft rock
steve perry,yacht rock
christine mcvie,mellow gold
christine mcvie,rock keyboard
christine mcvie,soft rock
christine mcvie,yacht rock
kim mitchell,album rock
kim mitchell,canadian indie
kim mitchell,classic canadian rock
kim mitchell,classic rock
red hot chili peppers,alternative rock
red hot chili peppers,funk metal
red hot chili peppers,funk rock
red hot chili peppers,permanent wave
the hooters,album rock
the hooters,mellow gold
the hooters,new wave pop
the hooters,philly indie
the hooters,soft rock
exodus,death metal
exodus,groove metal
exodus,hard rock
exodus,metal
exodus,old school thrash
exodus,speed metal
exodus,thrash metal
gowan,classic canadian rock
the pogues,celtic
the pogues,celtic punk
the pogues,celtic rock
the pogues,folk punk
the pogues,irish folk
the pogues,punk
megadeth,album rock
megadeth,alternative metal
megadeth,hard rock
megadeth,melodic thrash
megadeth,metal
megadeth,old school thrash
megadeth,rock
megadeth,speed metal
megadeth,thrash metal
lion,dubstep
lion,edm
lion,electro house
lion,future bass
lion,melodic dubstep
lion,pop dance
lion,pop edm
lion,progressive trance
skinny puppy,dark wave
skinny puppy,ebm
skinny puppy,electro-industrial
skinny puppy,experimental
skinny puppy,industrial
skinny puppy,industrial metal
skinny puppy,industrial rock
sting,permanent wave
sting,soft rock
sting,sophisti-pop
killing joke,gothic rock
killing joke,industrial
killing joke,industrial rock
killing joke,new romantic
killing joke,new wave
killing joke,post-punk
killing joke,synthpop
killing joke,uk post-punk
white lion,album rock
white lion,glam metal
white lion,hard rock
white lion,rock
marillion,album rock
marillion,art rock
marillion,classic rock
marillion,neo-progressive
marillion,progressive rock
marillion,symphonic rock
the cult,album rock
the cult,alternative rock
the cult,classic rock
the cult,glam metal
the cult,hard rock
the cult,metal
the cult,rock
anthrax,album rock
anthrax,alternative metal
anthrax,hard rock
anthrax,metal
anthrax,nu metal
anthrax,old school thrash
anthrax,rap metal
anthrax,rock
anthrax,speed metal
anthrax,thrash metal
kix,album rock
kix,glam metal
kix,hard rock
kix,metal
kix,sleaze rock
shriekback,new romantic
shriekback,new wave
shriekback,synthpop
stan bush,melodic hard rock
the dead milkmen,alternative rock
the dead milkmen,cowpunk
the dead milkmen,hardcore punk
the dead milkmen,philly indie
the dead milkmen,punk
candlemass,death metal
candlemass,doom metal
candlemass,epic doom
candlemass,hard rock
candlemass,metal
candlemass,opera metal
candlemass,swedish doom metal
candlemass,swedish metal
stryper,christian metal
stryper,christian power metal
stryper,christian rock
stryper,glam metal
stryper,hard rock
king diamond,danish metal
king diamond,death metal
king diamond,hard rock
king diamond,metal
king diamond,power metal
king diamond,thrash metal
tesla,album rock
tesla,classic rock
tesla,glam metal
tesla,hard rock
tesla,rock
tesla,sacramento indie
poison,album rock
poison,classic rock
poison,glam metal
poison,hard rock
poison,rock
honeymoon suite,album rock
honeymoon suite,canadian metal
honeymoon suite,classic canadian rock
honeymoon suite,classic rock
honeymoon suite,glam metal
honeymoon suite,hard rock
honeymoon suite,mellow gold
cinderella,album rock
cinderella,glam metal
cinderella,hard rock
cinderella,metal
cinderella,rock
yngwie malmsteen,album rock
yngwie malmsteen,hard rock
yngwie malmsteen,instrumental rock
yngwie malmsteen,metal
yngwie malmsteen,metal guitar
yngwie malmsteen,neo classical metal
yngwie malmsteen,power metal
yngwie malmsteen,shred
yngwie malmsteen,swedish hard rock
metallica,hard rock
metallica,metal
metallica,old school thrash
metallica,rock
metallica,thrash metal
beastie boys,alternative rock
beastie boys,east coast hip hop
beastie boys,golden age hip hop
beastie boys,hip hop
beastie boys,old school hip hop
beastie boys,rap
beastie boys,rap rock
europe,album rock
europe,glam metal
europe,hard rock
europe,rock
europe,swedish hard rock
europe,swedish melodic rock
jonathan richman,alternative rock
jonathan richman,anti-folk
jonathan richman,art rock
jonathan richman,folk
jonathan richman,folk rock
jonathan richman,freak folk
jonathan richman,lo-fi
jonathan richman,protopunk
jonathan richman,singer-songwriter
guns n' roses,glam metal
guns n' roses,hard rock
guns n' roses,rock
faster pussycat,album rock
faster pussycat,glam metal
faster pussycat,glam punk
faster pussycat,hard rock
faster pussycat,sleaze rock
butthole surfers,alternative rock
butthole surfers,experimental rock
butthole surfers,grunge
butthole surfers,noise rock
butthole surfers,post-hardcore
butthole surfers,psychedelic punk
butthole surfers,punk
great white,album rock
great white,classic rock
great white,glam metal
great white,hard rock
great white,metal
great white,rock
the whispers,classic soul
the whispers,disco
the whispers,funk
the whispers,motown
the whispers,new jack swing
the whispers,post-disco
the whispers,quiet storm
the whispers,rock steady
the whispers,soul
the whispers,urban contemporary
bill medley,soft rock
michael bolton,adult standards
michael bolton,mellow gold
michael bolton,soft rock
testament,alternative metal
testament,death metal
testament,groove metal
testament,hard rock
testament,metal
testament,old school thrash
testament,rock
testament,thrash metal
the trashmen,classic garage rock
the trashmen,protopunk
the trashmen,surf music
kingdom come,album rock
kingdom come,german hard rock
kingdom come,glam metal
kingdom come,hard rock
kingdom come,metal
britny fox,glam metal
britny fox,hard rock
britny fox,sleaze rock
rich mullins,ccm
rich mullins,christian alternative rock
rich mullins,christian music
rich mullins,deep christian rock
rich mullins,roots worship
rich mullins,worship
bulletboys,glam metal
bulletboys,hard rock
bulletboys,sleaze rock
david lee roth,album rock
david lee roth,classic rock
david lee roth,glam metal
david lee roth,hard rock
david lee roth,metal
david lee roth,neo classical metal
david lee roth,rock
vinnie vincent invasion,glam metal
vinnie vincent invasion,hard rock
vinnie vincent invasion,sleaze rock
danzig,alternative metal
danzig,hard rock
danzig,metal
danzig,rock
winger,album rock
winger,glam metal
winger,hard rock
winger,rock
winger,sleaze rock
don mclean,adult standards
don mclean,classic rock
don mclean,folk
don mclean,folk rock
don mclean,mellow gold
don mclean,singer-songwriter
don mclean,soft rock
helloween,german metal
helloween,german power metal
helloween,hard rock
helloween,melodic metal
helloween,metal
helloween,neo classical metal
helloween,old school thrash
helloween,power metal
helloween,rock
helloween,speed metal
lita ford,album rock
lita ford,glam metal
lita ford,hard rock
lita ford,sleaze rock
morrissey,britpop
morrissey,madchester
morrissey,new wave
morrissey,permanent wave
morrissey,pop rock
morrissey,rock
morrissey,solo wave
fugazi,alternative rock
fugazi,dc hardcore
fugazi,noise rock
fugazi,post-hardcore
fugazi,post-punk
fugazi,punk
w.a.s.p.,album rock
w.a.s.p.,glam metal
w.a.s.p.,hard rock
w.a.s.p.,metal
w.a.s.p.,rock
soundgarden,alternative metal
soundgarden,alternative rock
soundgarden,classic rock
soundgarden,grunge
soundgarden,hard rock
soundgarden,modern rock
soundgarden,nu metal
soundgarden,rock
slaughter,russian metal
slaughter,russian metalcore
slaughter,slamming deathcore
sepultura,alternative metal
sepultura,brazilian groove metal
sepultura,brazilian metal
sepultura,brazilian thrash metal
sepultura,death metal
sepultura,deathrash
sepultura,groove metal
sepultura,hard rock
sepultura,latin metal
sepultura,metal
sepultura,metal mineiro
sepultura,nu metal
sepultura,old school thrash
sepultura,rock
sepultura,thrash metal
bad english,album rock
bad english,glam metal
bad english,hard rock
mark slaughter,glam metal
danger danger,alternative rock
danger danger,pop rock
giant,modern alternative rock
giant,modern rock
giant,pop rock
giant,rock
giant,stomp and holler
the stone roses,britpop
the stone roses,dance rock
the stone roses,madchester
the stone roses,modern rock
the stone roses,rock
skid row,album rock
skid row,glam metal
skid row,hard rock
skid row,metal
skid row,rock
faith no more,alternative metal
faith no more,alternative rock
faith no more,funk metal
faith no more,funk rock
faith no more,hard rock
faith no more,nu metal
faith no more,rap metal
faith no more,rap rock
faith no more,rock
steven curtis chapman,ccm
steven curtis chapman,christian alternative rock
steven curtis chapman,christian music
steven curtis chapman,worship
warrant,album rock
warrant,glam metal
warrant,hard rock
warrant,rock
nine inch nails,alternative metal
nine inch nails,alternative rock
nine inch nails,cyberpunk
nine inch nails,electronic rock
nine inch nails,industrial
nine inch nails,industrial metal
nine inch nails,industrial rock
nine inch nails,nu metal
nine inch nails,rock
thunder,afrofuturism
thunder,indie soul
primus,alternative metal
primus,alternative rock
primus,comic
primus,funk metal
primus,funk rock
primus,nu metal
primus,rap rock
primus,rock
pantera,alternative metal
pantera,groove metal
pantera,hard rock
pantera,metal
pantera,nu metal
pantera,old school thrash
pantera,rock
pantera,texas metal
pantera,wrestling
michael w. smith,ccm
michael w. smith,christian alternative rock
michael w. smith,christian music
michael w. smith,world worship
michael w. smith,worship
temple of the dog,alternative metal
temple of the dog,alternative rock
temple of the dog,grunge
temple of the dog,hard rock
temple of the dog,rock
temple of the dog,supergroup
alice in chains,alternative metal
alice in chains,alternative rock
alice in chains,classic rock
alice in chains,grunge
alice in chains,hard rock
alice in chains,nu metal
alice in chains,rock
mother love bone,alternative metal
mother love bone,alternative rock
mother love bone,funk metal
mother love bone,grunge
mother love bone,rock
jawbreaker,alternative emo
jawbreaker,alternative pop
jawbreaker,alternative rock
jawbreaker,emo
jawbreaker,emo punk
jawbreaker,indie punk
jawbreaker,indie rock
jawbreaker,melodic hardcore
jawbreaker,orgcore
jawbreaker,post-hardcore
jawbreaker,punk
jawbreaker,skate punk
keith green,christian alternative rock
keith green,christian music
keith green,deep christian rock
keith green,worship
obituary,alternative metal
obituary,brutal death metal
obituary,death metal
obituary,florida death metal
obituary,groove metal
obituary,metal
johnny van zant,album rock
johnny van zant,country rock
johnny van zant,southern rock
firehouse,album rock
firehouse,glam metal
firehouse,hard rock
extreme,album rock
extreme,funk metal
extreme,glam metal
extreme,hard rock
extreme,rock
steve vai,instrumental rock
steve vai,metal guitar
steve vai,neo classical metal
steve vai,shred
gwar,alternative metal
gwar,comic
gwar,comic metal
gwar,industrial metal
gwar,metal
gwar,nu metal
gwar,old school thrash
gwar,thrash metal
gwar,virginia metal
gwar,virginia punk
nelson,classic country pop
nelson,country
nelson,country rock
nelson,nashville sound
nelson,outlaw country
nelson,singer-songwriter
nelson,texas country
nirvana,alternative rock
nirvana,grunge
nirvana,permanent wave
nirvana,rock
corrosion of conformity,alternative metal
corrosion of conformity,groove metal
corrosion of conformity,hard rock
corrosion of conformity,metal
corrosion of conformity,north carolina metal
corrosion of conformity,nu metal
corrosion of conformity,old school thrash
corrosion of conformity,rap rock
corrosion of conformity,sludge metal
corrosion of conformity,stoner metal
corrosion of conformity,stoner rock
eric burdon & the animals,british invasion
eric burdon & the animals,classic rock
eric burdon & the animals,folk rock
eric burdon & the animals,psychedelic rock
mr. bungle,alternative metal
mr. bungle,funk metal
mr. bungle,funk rock
cypress hill,chicano rap
cypress hill,gangster rap
cypress hill,hip hop
cypress hill,rap
cypress hill,rap rock
cypress hill,west coast rap
mr. big,glam metal
mr. big,hard rock
saxon,album rock
saxon,glam metal
saxon,hard rock
saxon,metal
saxon,nwobhm
saxon,power metal
saxon,rock
pearl jam,grunge
pearl jam,permanent wave
pearl jam,rock
the blasters,cowpunk
the blasters,pub rock
the blasters,rock-and-roll
the blasters,rockabilly
the blasters,roots rock
steelheart,glam metal
steelheart,hard rock
steelheart,sleaze rock
jackyl,album rock
jackyl,classic rock
jackyl,glam metal
jackyl,hard rock
jackyl,rock
l7,alternative rock
l7,grunge
l7,punk
l7,riot grrrl
l7,rock
house of pain,gangster rap
house of pain,hardcore hip hop
house of pain,hip hop
house of pain,rap
house of pain,west coast rap
rage against the machine,alternative metal
rage against the machine,alternative rock
rage against the machine,conscious hip hop
rage against the machine,funk metal
rage against the machine,nu metal
rage against the machine,political hip hop
rage against the machine,rap metal
rage against the machine,rap rock
rage against the machine,rock
white zombie,alternative metal
white zombie,alternative rock
white zombie,hard rock
white zombie,industrial metal
white zombie,metal
white zombie,nu metal
white zombie,rap metal
white zombie,rap rock
white zombie,rock
jon secada,soft rock
biohazard,alternative metal
biohazard,funk metal
biohazard,groove metal
biohazard,hardcore
biohazard,nyhc
biohazard,rap metal
biohazard,rap rock
tool,alternative metal
tool,alternative rock
tool,art rock
tool,nu metal
tool,progressive metal
tool,progressive rock
tool,rock
dream theater,metal
dream theater,progressive metal
helmet,alternative metal
helmet,alternative rock
helmet,grunge
helmet,industrial metal
helmet,industrial rock
helmet,nu metal
helmet,post-hardcore
helmet,rap rock
helmet,rock
damn yankees,album rock
damn yankees,classic rock
damn yankees,glam metal
damn yankees,hard rock
damn yankees,rock
type o negative,alternative metal
type o negative,gothic metal
type o negative,industrial metal
type o negative,industrial rock
type o negative,metal
type o negative,nu metal
type o negative,rock
radiohead,alternative rock
radiohead,art rock
radiohead,melancholia
radiohead,oxford indie
radiohead,permanent wave
radiohead,rock
quicksand,alternative metal
quicksand,dreamo
quicksand,emo
quicksand,grunge
quicksand,indie punk
quicksand,nyhc
quicksand,post-hardcore
quicksand,straight edge
clutch,alternative metal
clutch,alternative rock
clutch,funk metal
clutch,hard rock
clutch,modern blues rock
clutch,stoner metal
clutch,stoner rock
melvins,alternative metal
melvins,alternative rock
melvins,grunge
melvins,nu metal
melvins,post-hardcore
melvins,punk
melvins,rock
melvins,sludge metal
melvins,stoner metal
kmfdm,cyberpunk
kmfdm,ebm
kmfdm,electro-industrial
kmfdm,industrial
kmfdm,industrial metal
kmfdm,industrial rock
kmfdm,neue deutsche harte
kmfdm,nu metal
terror fabulous,lovers rock
terror fabulous,old school dancehall
porno for pyros,alternative rock
porno for pyros,funk metal
porno for pyros,rock
the reverend horton heat,psychobilly
the reverend horton heat,rockabilly
the reverend horton heat,surf music
the reverend horton heat,texas country
karla bonoff,mellow gold
karla bonoff,soft rock
marilyn manson,alternative metal
marilyn manson,industrial
marilyn manson,industrial metal
marilyn manson,industrial rock
marilyn manson,nu metal
marilyn manson,wrestling
ween,alternative rock
korn,alternative metal
korn,funk metal
korn,nu metal
korn,rap metal
korn,rock
oasis,beatlesque
oasis,britpop
oasis,madchester
oasis,permanent wave
oasis,rock
kyuss,alternative metal
kyuss,alternative rock
kyuss,blues rock
kyuss,grunge
kyuss,palm desert scene
kyuss,rock
kyuss,space rock
kyuss,stoner metal
kyuss,stoner rock
stabbing westward,alternative metal
stabbing westward,industrial metal
stabbing westward,industrial rock
stabbing westward,nu metal
pulp,alternative rock
pulp,art rock
pulp,britpop
pulp,modern rock
pulp,new wave
pulp,permanent wave
pulp,pop rock
pulp,rock
pulp,sheffield indie
prong,alternative metal
prong,groove metal
prong,hard rock
prong,industrial metal
prong,industrial rock
prong,metal
prong,nu metal
prong,old school thrash
prong,rap rock
prong,thrash metal
down,alternative metal
down,nu metal
down,rap metal
down,rock
death,alternative metal
death,groove metal
death,nu metal
deftones,alternative metal
deftones,nu metal
deftones,rap metal
deftones,rock
deftones,sacramento indie
fear factory,alternative metal
fear factory,groove metal
fear factory,industrial metal
fear factory,industrial rock
fear factory,metal
fear factory,nu metal
fear factory,rap metal
fear factory,rap rock
foo fighters,alternative metal
foo fighters,alternative rock
foo fighters,modern rock
foo fighters,permanent wave
foo fighters,post-grunge
foo fighters,rock
monster magnet,alternative metal
monster magnet,hard rock
monster magnet,stoner metal
