artist_name,specific_genre
papa roach,rap rock
p!nk,dance pop
p!nk,pop
secret garden,bow pop
secret garden,neoclassical darkwave
secret garden,new age
secret garden,operatic pop
fabolous,dance pop
fabolous,gangster rap
fabolous,hip hop
fabolous,hip pop
fabolous,pop rap
fabolous,r&b
fabolous,rap
fabolous,trap
fabolous,urban contemporary
jatin-lalit,afghan pop
jatin-lalit,chutney
jatin-lalit,classic bollywood
jatin-lalit,desi pop
jatin-lalit,filmi
jatin-lalit,modern bollywood
jatin-lalit,sufi
default,alternative metal
default,canadian rock
default,nu metal
default,pop rock
default,post-grunge
saves the day,alternative emo
saves the day,emo
saves the day,melodic hardcore
saves the day,new jersey hardcore
saves the day,pop punk
saves the day,post-hardcore
saves the day,screamo
ben folds,permanent wave
ben folds,piano rock
ben folds,pop rock
dashboard confessional,emo
dashboard confessional,neo mellow
dashboard confessional,pop punk
dashboard confessional,pop rock
josh groban,operatic pop
jaheim,hip pop
jaheim,neo soul
jaheim,new jack swing
jaheim,quiet storm
jaheim,r&b
jaheim,urban contemporary
stroke 9,pop rock
the microphones,alternative rock
the microphones,anti-folk
the microphones,art rock
the microphones,freak folk
the microphones,indie pop
the microphones,indie rock
the microphones,lo-fi
the microphones,noise pop
the microphones,olympia wa indie
thursday,emo
thursday,new jersey hardcore
thursday,pop punk
thursday,post-hardcore
thursday,screamo
the calling,neo mellow
the calling,pop rock
ja rule,dance pop
ja rule,east coast hip hop
ja rule,gangster rap
ja rule,hip hop
ja rule,hip pop
ja rule,pop rap
ja rule,queens hip hop
ja rule,rap
ja rule,urban contemporary
blu cantrell,hip pop
blu cantrell,r&b
blu cantrell,urban contemporary
diddy,dance pop
diddy,east coast hip hop
diddy,hip hop
diddy,hip pop
diddy,pop rap
diddy,rap
alicia keys,hip pop
alicia keys,neo soul
alicia keys,pop
alicia keys,r&b
alicia keys,urban contemporary
fat joe,bronx hip hop
fat joe,east coast hip hop
fat joe,gangster rap
fat joe,hardcore hip hop
fat joe,hip hop
fat joe,hip pop
fat joe,pop rap
fat joe,rap
fat joe,trap
eve,anime
eve,anime rock
hoobastank,alternative metal
hoobastank,funk metal
hoobastank,nu metal
hoobastank,pop rock
hoobastank,post-grunge
michelle branch,candy pop
michelle branch,dance pop
michelle branch,lilith
michelle branch,neo mellow
michelle branch,pop rock
michelle branch,post-teen pop
gabrielle,acoustic pop
gabrielle,alt z
gabrielle,electropop
gabrielle,indie poptimism
gabrielle,indiecoustica
gabrielle,neo mellow
gabrielle,neo-singer-songwriter
gabrielle,pop
gabrielle,pop rock
gabrielle,uk pop
gabrielle,viral pop
nivea,atl hip hop
nivea,hip pop
nivea,pop r&b
nivea,r&b
nivea,urban contemporary
a*teens,bubblegum dance
a*teens,dance pop
a*teens,europop
a*teens,post-teen pop
remy zero,alabama indie
remy zero,pop rock
sparklehorse,alternative rock
sparklehorse,anti-folk
sparklehorse,dream pop
sparklehorse,freak folk
sparklehorse,indie rock
sparklehorse,lo-fi
sparklehorse,melancholia
travis,rap
travis,slap house
my chemical romance,emo
my chemical romance,pop punk
my chemical romance,rock
amerie,dance pop
amerie,hip hop
amerie,hip pop
amerie,neo soul
amerie,pop r&b
amerie,r&b
amerie,urban contemporary
authority zero,arizona punk
authority zero,melodic hardcore
authority zero,punk
authority zero,ska
authority zero,ska punk
authority zero,skate punk
atreyu,alternative metal
atreyu,melodic metalcore
atreyu,metalcore
atreyu,nu metal
atreyu,rap rock
atreyu,screamo
floetry,british soul
floetry,hip hop
floetry,hip pop
floetry,neo soul
floetry,new jack swing
floetry,quiet storm
floetry,r&b
floetry,urban contemporary
interpol,alternative dance
interpol,alternative rock
interpol,indie rock
interpol,modern rock
interpol,new rave
interpol,rock
box car racer,pop punk
box car racer,punk
box car racer,skate punk
good charlotte,alternative metal
good charlotte,pop punk
good charlotte,rock
hot water music,emo
hot water music,folk punk
hot water music,melodic hardcore
hot water music,orgcore
hot water music,post-hardcore
hot water music,punk
hot water music,skate punk
avril lavigne,canadian pop
avril lavigne,candy pop
avril lavigne,dance pop
avril lavigne,pop
avril lavigne,post-teen pop
finch,emo
finch,pop punk
finch,post-hardcore
finch,screamo
something corporate,emo
something corporate,neon pop punk
something corporate,piano rock
something corporate,pop emo
something corporate,pop punk
field mob,atl hip hop
field mob,dirty south rap
field mob,gangster rap
field mob,pop rap
field mob,southern hip hop
field mob,trap
taking back sunday,emo
taking back sunday,pop punk
coheed and cambria,alternative metal
coheed and cambria,emo
coheed and cambria,pop punk
coheed and cambria,screamo
ben kweller,indie pop
sum 41,alternative metal
sum 41,canadian pop punk
sum 41,canadian punk
sum 41,pop punk
sum 41,punk
sum 41,rock
mirah,anti-folk
mirah,olympia wa indie
the used,alternative metal
the used,post-hardcore
the used,rock
the used,screamo
sugarcult,emo
sugarcult,neon pop punk
sugarcult,pop punk
sugarcult,screamo
justin timberlake,dance pop
justin timberlake,pop
aventura,bachata
aventura,bachata dominicana
aventura,latin
aventura,latin hip hop
aventura,latin pop
aventura,trap latino
aventura,tropical
jason mraz,acoustic pop
jason mraz,neo mellow
jason mraz,pop
jason mraz,pop rock
ronan keating,dance pop
ronan keating,europop
ronan keating,soft rock
nina,adult standards
nina,jazz blues
nina,soul
nina,soul jazz
nina,torch song
nina,vocal jazz
maroon 5,pop
maroon 5,pop rock
ashanti,dance pop
ashanti,hip hop
ashanti,hip pop
ashanti,r&b
ashanti,urban contemporary
ok go,alternative rock
ok go,chicago indie
ok go,indie rock
ok go,modern alternative rock
ok go,modern rock
ok go,permanent wave
ok go,pop rock
the all-american rejects,modern rock
the all-american rejects,neo mellow
the all-american rejects,pop punk
the all-american rejects,pop rock
the all-american rejects,rock
uncle kracker,country
uncle kracker,country road
uncle kracker,pop rock
cam’ron,battle rap
cam’ron,east coast hip hop
cam’ron,gangster rap
cam’ron,hardcore hip hop
cam’ron,harlem hip hop
cam’ron,hip hop
cam’ron,hip pop
cam’ron,pop rap
cam’ron,rap
cam’ron,southern hip hop
cam’ron,trap
amanda perez,hip pop
amanda perez,pop r&b
amanda perez,r&b
amanda perez,urban contemporary
transplants,punk
transplants,ska
transplants,ska punk
transplants,skate punk
rilo kiley,anti-folk
rilo kiley,indie pop
rilo kiley,indie rock
rilo kiley,la indie
rilo kiley,lilith
rilo kiley,stomp and holler
robbie williams,dance pop
robbie williams,dance rock
robbie williams,europop
robbie williams,pop
neko case,alternative country
neko case,anti-folk
neko case,canadian indie
neko case,canadian singer-songwriter
neko case,folk
neko case,indie pop
neko case,lilith
neko case,new americana
neko case,outlaw country
neko case,pop rock
neko case,roots rock
neko case,stomp and holler
starland vocal band,bubblegum pop
starland vocal band,soft rock
frankie j,dance pop
frankie j,pop rap
frankie j,r&b
frankie j,urban contemporary
the jayhawks,alternative country
the jayhawks,country rock
the jayhawks,folk
the jayhawks,folk rock
the jayhawks,heartland rock
the jayhawks,lilith
the jayhawks,new americana
the jayhawks,pop rock
the jayhawks,power pop
the jayhawks,roots rock
brand new,emo
brand new,screamo
american hi-fi,pop punk
three days grace,alternative metal
three days grace,canadian metal
three days grace,canadian rock
three days grace,nu metal
three days grace,post-grunge
cursive,emo
cursive,emo punk
cursive,indie rock
cursive,omaha indie
cursive,post-hardcore
cursive,screamo
mark ronson,dance pop
mark ronson,neo soul
mark ronson,pop
ugk,dirty south rap
ugk,gangster rap
ugk,hip hop
ugk,houston rap
ugk,rap
ugk,southern hip hop
ugk,trap
the distillers,punk
the distillers,skate punk
relient k,canadian ccm
relient k,christian alternative rock
relient k,christian music
relient k,christian punk
relient k,christian rock
relient k,pop punk
stacie orrico,candy pop
stacie orrico,dance pop
stacie orrico,post-teen pop
michael bublé,adult standards
michael bublé,canadian pop
michael bublé,jazz pop
michael bublé,lounge
fall out boy,emo
fall out boy,modern rock
fall out boy,rock
dave matthews,jam band
dave matthews,neo mellow
dave matthews,pop rock
kelly clarkson,dance pop
kelly clarkson,neo mellow
kelly clarkson,pop
kelly clarkson,pop rock
kelly clarkson,post-teen pop
kelly clarkson,talent show
the ataris,emo
the ataris,pop punk
the ataris,punk
the ataris,skate punk
sweet trip,art pop
sweet trip,dream pop
sweet trip,freak folk
sweet trip,glitchbreak
sweet trip,indie pop
sweet trip,nu gaze
sweet trip,shoegaze
50 cent,east coast hip hop
50 cent,gangster rap
50 cent,hip hop
50 cent,pop rap
50 cent,queens hip hop
50 cent,rap
the format,emo
the format,indie pop
jessica simpson,dance pop
jessica simpson,post-teen pop
jessica simpson,urban contemporary
senses fail,emo
senses fail,pop punk
senses fail,post-hardcore
senses fail,screamo
yellowcard,bow pop
yellowcard,pop punk
yellowcard,rock
yellowcard,socal pop punk
rooney,modern power pop
girls aloud,bubblegum dance
girls aloud,dance pop
girls aloud,electropop
girls aloud,europop
girls aloud,girl group
girls aloud,post-teen pop
nick cannon,hip pop
nick cannon,pop rap
story of the year,alternative metal
story of the year,nu metal
story of the year,pop punk
story of the year,post-hardcore
story of the year,screamo
lil wyte,country rap
lil wyte,crunk
lil wyte,dirty south rap
lil wyte,gangster rap
lil wyte,memphis hip hop
lil wyte,pop rap
lil wyte,rap
lil wyte,redneck
lil wyte,southern hip hop
lil wyte,trap
me first and the gimme gimmes,comic
me first and the gimme gimmes,punk
me first and the gimme gimmes,ska punk
me first and the gimme gimmes,skate punk
afi,pop punk
afi,punk
afi,screamo
afi,skate punk
fruit bats,deep new americana
fruit bats,freak folk
fruit bats,indie folk
fruit bats,indie pop
fruit bats,indie rock
fruit bats,modern rock
fruit bats,new americana
fruit bats,roots rock
fruit bats,stomp and holler
the knife,alternative dance
the knife,art pop
the knife,dream pop
the knife,electroclash
the knife,electronica
the knife,electropop
the knife,gothenburg indie
the knife,neo-synthpop
the knife,new rave
the knife,swedish electropop
the knife,swedish synthpop
hilary duff,dance pop
hilary duff,pop
hilary duff,post-teen pop
baby bash,chicano rap
baby bash,dance pop
baby bash,gangster rap
baby bash,hip hop
baby bash,hip pop
baby bash,latin hip hop
baby bash,pop rap
baby bash,r&b
baby bash,rap
baby bash,southern hip hop
baby bash,texas latin rap
baby bash,urban contemporary
kelis,dance pop
kelis,electropop
kelis,hip pop
kelis,neo soul
kelis,r&b
kelis,urban contemporary
murphy lee,contemporary country
murphy lee,country
murphy lee,country road
murphy lee,country rock
murphy lee,modern country rock
damien rice,acoustic pop
damien rice,irish rock
damien rice,irish singer-songwriter
damien rice,neo mellow
damien rice,singer-songwriter
yeah yeah yeahs,alternative dance
yeah yeah yeahs,alternative rock
yeah yeah yeahs,dance-punk
yeah yeah yeahs,garage rock
yeah yeah yeahs,indie pop
yeah yeah yeahs,indie rock
yeah yeah yeahs,modern rock
yeah yeah yeahs,new rave
yeah yeah yeahs,rock
ludacris,atl hip hop
ludacris,dirty south rap
ludacris,hip hop
ludacris,pop rap
ludacris,rap
ludacris,southern hip hop
ludacris,trap
the postal service,indie pop
the postal service,indie rock
the postal service,indietronica
the postal service,modern rock
the postal service,seattle indie
the postal service,stomp and holler
tv on the radio,alternative dance
tv on the radio,alternative rock
tv on the radio,brooklyn indie
tv on the radio,indie rock
tv on the radio,indietronica
tv on the radio,modern rock
tv on the radio,new rave
tv on the radio,rock
tv on the radio,stomp and holler
brother ali,abstract hip hop
brother ali,alternative hip hop
brother ali,conscious hip hop
brother ali,hip hop
brother ali,minnesota hip hop
brother ali,political hip hop
brother ali,pop rap
brother ali,underground rap
saosin,metalcore
saosin,pop punk
saosin,post-hardcore
saosin,screamo
t.i.,atl hip hop
t.i.,dance pop
t.i.,dirty south rap
t.i.,gangster rap
t.i.,hip hop
t.i.,pop rap
t.i.,rap
t.i.,southern hip hop
t.i.,trap
m. ward,alternative r&b
jesse mccartney,dance pop
jesse mccartney,neo mellow
jesse mccartney,pop
jesse mccartney,pop rock
jesse mccartney,post-teen pop
jesse mccartney,urban contemporary
jesse mccartney,viral pop
breaking benjamin,alternative metal
breaking benjamin,nu metal
breaking benjamin,post-grunge
lindsay lohan,dance pop
lindsay lohan,post-teen pop
usher,atl hip hop
usher,dance pop
usher,pop
usher,r&b
usher,south carolina hip hop
usher,urban contemporary
my morning jacket,alternative rock
my morning jacket,indie folk
my morning jacket,indie rock
my morning jacket,jam band
my morning jacket,louisville indie
my morning jacket,melancholia
my morning jacket,modern rock
my morning jacket,new americana
my morning jacket,rock
my morning jacket,roots rock
my morning jacket,stomp and holler
lil wayne,hip hop
lil wayne,new orleans rap
lil wayne,pop rap
lil wayne,rap
lil wayne,trap
the cheetah girls,dance pop
the cheetah girls,disney
the cheetah girls,girl group
the cheetah girls,pop
the cheetah girls,post-teen pop
the chiffons,adult standards
the chiffons,brill building pop
the chiffons,bubblegum pop
the chiffons,classic girl group
the chiffons,doo-wop
the chiffons,merseybeat
the chiffons,motown
the chiffons,rhythm and blues
the chiffons,rock-and-roll
jadakiss,battle rap
jadakiss,east coast hip hop
jadakiss,gangster rap
jadakiss,hardcore hip hop
jadakiss,hip hop
jadakiss,hip pop
jadakiss,pop rap
jadakiss,rap
jadakiss,trap
kanye west,chicago rap
kanye west,rap
straylight run,emo
straylight run,piano rock
straylight run,screamo
of montreal,alternative dance
of montreal,alternative rock
of montreal,anti-folk
of montreal,art pop
of montreal,baroque pop
of montreal,elephant 6
of montreal,freak folk
of montreal,indie pop
of montreal,indie rock
of montreal,new rave
akon,dance pop
fantasia,dance pop
fantasia,hip pop
fantasia,neo soul
fantasia,pop r&b
fantasia,quiet storm
fantasia,r&b
fantasia,urban contemporary
rise against,chicago hardcore
rise against,chicago punk
rise against,hardcore punk
rise against,punk
animal collective,alternative dance
animal collective,alternative rock
animal collective,art pop
animal collective,art rock
animal collective,baltimore indie
animal collective,chillwave
animal collective,dream pop
animal collective,experimental pop
animal collective,freak folk
animal collective,indie pop
animal collective,indie rock
animal collective,modern rock
animal collective,new rave
animal collective,noise pop
midtown,emo
midtown,pop punk
crime mob,atl hip hop
crime mob,crunk
crime mob,dirty south rap
crime mob,gangster rap
crime mob,hip pop
crime mob,pop rap
crime mob,rap
crime mob,southern hip hop
crime mob,trap
the avett brothers,indie folk
the avett brothers,new americana
the avett brothers,north carolina indie
the avett brothers,north carolina roots
the avett brothers,pop rock
the avett brothers,progressive bluegrass
the avett brothers,roots rock
the avett brothers,stomp and holler
sufjan stevens,baroque pop
sufjan stevens,chamber pop
sufjan stevens,freak folk
sufjan stevens,indie folk
sufjan stevens,singer-songwriter
arcade fire,alternative dance
arcade fire,alternative rock
arcade fire,baroque pop
arcade fire,canadian indie
arcade fire,indie pop
arcade fire,indie rock
arcade fire,modern rock
arcade fire,new rave
arcade fire,permanent wave
arcade fire,quebec indie
arcade fire,rock
arcade fire,stomp and holler
ray lamontagne,acoustic pop
ray lamontagne,indie folk
ray lamontagne,neo mellow
ray lamontagne,new americana
ray lamontagne,pop rock
ray lamontagne,stomp and holler
keane,neo mellow
keane,piano rock
keane,pop rock
raven-symoné,post-teen pop
simple plan,canadian pop punk
simple plan,canadian punk
simple plan,canadian rock
simple plan,pop punk
ashlee simpson,dance pop
ashlee simpson,post-teen pop
natasha bedingfield,dance pop
natasha bedingfield,europop
natasha bedingfield,neo mellow
natasha bedingfield,pop
natasha bedingfield,pop rock
natasha bedingfield,post-teen pop
bowling for soup,comic
bowling for soup,pop punk
bowling for soup,rock
bowling for soup,texas pop punk
gwen stefani,dance pop
gwen stefani,hip pop
gwen stefani,pop
gwen stefani,post-teen pop
gwen stefani,urban contemporary
ciara,dance pop
ciara,hip pop
ciara,pop
ciara,post-teen pop
ciara,r&b
ciara,urban contemporary
iron & wine,indie folk
iron & wine,indie pop
iron & wine,neo mellow
iron & wine,stomp and holler
hawthorne heights,dayton indie
hawthorne heights,emo
hawthorne heights,pop punk
hawthorne heights,post-hardcore
hawthorne heights,screamo
lil' flip,crunk
lil' flip,dirty south rap
lil' flip,gangster rap
lil' flip,houston rap
lil' flip,pop rap
lil' flip,southern hip hop
lil' flip,trap
sugarland,contemporary country
sugarland,country
sugarland,country dawn
sugarland,country road
sugarland,modern country rock
regina spektor,indie pop
regina spektor,lilith
regina spektor,piano rock
regina spektor,pop rock
tegan and sara,canadian indie
tegan and sara,indie pop
tegan and sara,indie poptimism
tegan and sara,lilith
tegan and sara,metropopolis
tegan and sara,permanent wave
tegan and sara,pop rock
lloyd banks,gangster rap
lloyd banks,hardcore hip hop
lloyd banks,hip hop
lloyd banks,pop rap
lloyd banks,queens hip hop
lloyd banks,rap
lloyd banks,trap
the national,indie rock
the national,modern rock
the national,stomp and holler
the fray,neo mellow
the fray,piano rock
the fray,pop
the fray,pop rock
paul westerberg,alternative country
paul westerberg,alternative pop
paul westerberg,alternative rock
paul westerberg,gbvfi
paul westerberg,pop rock
paul westerberg,power pop
paul westerberg,roots rock
rob thomas,neo mellow
rob thomas,pop rock
celtic woman,celtic
celtic woman,operatic pop
jeezy,atl hip hop
jeezy,crunk
jeezy,dirty south rap
jeezy,gangster rap
jeezy,hip hop
jeezy,pop rap
jeezy,rap
jeezy,southern hip hop
jeezy,trap
say anything,emo
say anything,neon pop punk
say anything,pop punk
say anything,screamo
the pussycat dolls,dance pop
the pussycat dolls,girl group
the pussycat dolls,pop
the pussycat dolls,post-teen pop
the pussycat dolls,urban contemporary
john legend,neo soul
john legend,pop
john legend,pop soul
john legend,r&b
john legend,urban contemporary
paramore,candy pop
paramore,pixie
paramore,pop emo
paramore,pop punk
carrie underwood,contemporary country
carrie underwood,country
carrie underwood,country dawn
carrie underwood,country road
carrie underwood,oklahoma country
carrie underwood,post-teen pop
fort minor,pop rap
fort minor,rap rock
a day to remember,metalcore
a day to remember,pop punk
a day to remember,screamo
keyshia cole,dance pop
keyshia cole,hip pop
keyshia cole,neo soul
keyshia cole,pop
keyshia cole,pop r&b
keyshia cole,pop rap
keyshia cole,r&b
keyshia cole,urban contemporary
bullet for my valentine,alternative metal
bullet for my valentine,melodic metalcore
bullet for my valentine,metalcore
bullet for my valentine,nu metal
bullet for my valentine,uk metalcore
bullet for my valentine,welsh metal
the decemberists,alternative rock
the decemberists,anti-folk
the decemberists,baroque pop
the decemberists,canadian indie
the decemberists,indie folk
the decemberists,indie pop
the decemberists,indie rock
the decemberists,modern folk rock
the decemberists,modern rock
the decemberists,pop rock
the decemberists,stomp and holler
raheem devaughn,hip hop
raheem devaughn,neo soul
raheem devaughn,new jack swing
raheem devaughn,quiet storm
raheem devaughn,r&b
raheem devaughn,urban contemporary
wolf parade,alternative rock
wolf parade,canadian indie
wolf parade,freak folk
wolf parade,indie pop
wolf parade,indie rock
wolf parade,modern rock
wolf parade,quebec indie
wolf parade,stomp and holler
ying yang twins,atl hip hop
ying yang twins,crunk
ying yang twins,dance pop
ying yang twins,dirty south rap
ying yang twins,gangster rap
ying yang twins,hip hop
ying yang twins,hip pop
ying yang twins,pop rap
ying yang twins,rap
ying yang twins,southern hip hop
ying yang twins,trap
panic! at the disco,modern rock
t-pain,dance pop
t-pain,hip hop
t-pain,pop
t-pain,pop rap
t-pain,r&b
t-pain,rap
t-pain,southern hip hop
t-pain,urban contemporary
the game,gangster rap
the game,hip hop
the game,pop rap
the game,rap
the game,southern hip hop
the game,trap
anna nalick,acoustic pop
anna nalick,lilith
anna nalick,neo mellow
james blunt,neo mellow
james blunt,pop
james blunt,pop rock
thirty seconds to mars,modern rock
thirty seconds to mars,post-grunge
thirty seconds to mars,rock
bush,alternative metal
bush,alternative rock
bush,grunge
bush,modern rock
bush,nu metal
bush,pop rock
bush,post-grunge
bush,rock
mike jones,dirty south rap
mike jones,gangster rap
mike jones,hip hop
mike jones,pop rap
mike jones,rap
mike jones,southern hip hop
mike jones,trap
anberlin,christian alternative rock
anberlin,christian rock
anberlin,emo
anberlin,pop punk
anberlin,post-hardcore
anberlin,screamo
o.a.r.,acoustic pop
o.a.r.,neo mellow
o.a.r.,pop rock
imogen heap,etherpop
imogen heap,lilith
imogen heap,metropopolis
the mountain goats,alternative rock
the mountain goats,anti-folk
the mountain goats,freak folk
the mountain goats,indie folk
the mountain goats,indie pop
the mountain goats,indie rock
the mountain goats,lo-fi
the mountain goats,melancholia
the mountain goats,new weird america
the mountain goats,stomp and holler
silverstein,canadian post-hardcore
silverstein,canadian rock
silverstein,metalcore
silverstein,pop punk
silverstein,post-hardcore
silverstein,screamo
voxtrot,austindie
voxtrot,indie pop
voxtrot,indie rock
voxtrot,stomp and holler
bloc party,alternative dance
bloc party,alternative rock
bloc party,dance-punk
bloc party,indie rock
bloc party,modern rock
bloc party,new rave
bloc party,rock
chris brown,dance pop
chris brown,pop
chris brown,pop rap
chris brown,r&b
chris brown,rap
hot chip,alternative dance
hot chip,chillwave
hot chip,dance rock
hot chip,electronica
hot chip,electropop
hot chip,indie rock
hot chip,indietronica
hot chip,modern rock
hot chip,neo-synthpop
hot chip,new rave
"tito ""el bambino""",latin
"tito ""el bambino""",latin hip hop
"tito ""el bambino""",latin pop
"tito ""el bambino""",reggaeton
"tito ""el bambino""",reggaeton flow
"tito ""el bambino""",trap latino
lil scrappy,atl hip hop
lil scrappy,crunk
lil scrappy,dirty south rap
lil scrappy,gangster rap
lil scrappy,pop rap
lil scrappy,rap
lil scrappy,southern hip hop
lil scrappy,trap
lil scrappy,wrestling
dem franchize boyz,atl hip hop
dem franchize boyz,crunk
dem franchize boyz,dirty south rap
dem franchize boyz,gangster rap
dem franchize boyz,pop rap
dem franchize boyz,rap
dem franchize boyz,southern hip hop
dem franchize boyz,trap
birdman,dirty south rap
birdman,gangster rap
birdman,hip hop
birdman,pop rap
birdman,rap
birdman,southern hip hop
sister hazel,acoustic pop
sister hazel,neo mellow
sister hazel,pop rock
letoya,hip pop
letoya,pop r&b
letoya,r&b
letoya,urban contemporary
michael wong,c-pop
michael wong,malaysian mandopop
michael wong,mandopop
daughtry,alternative metal
daughtry,neo mellow
daughtry,pop rock
daughtry,post-grunge
anti-flag,punk
anti-flag,ska punk
anti-flag,skate punk
gotye,australian pop
yung joc,atl hip hop
yung joc,crunk
yung joc,dirty south rap
yung joc,gangster rap
yung joc,pop rap
yung joc,rap
yung joc,southern hip hop
yung joc,trap
huey,album rock
huey,classic rock
huey,mellow gold
huey,new wave pop
huey,rock
huey,soft rock
billy talent,alternative metal
billy talent,canadian punk
billy talent,punk
quietdrive,neon pop punk
quietdrive,pixie
quietdrive,pop emo
quietdrive,pop punk
quietdrive,pop rock
beyoncé,dance pop
beyoncé,pop
beyoncé,r&b
petey pablo,crunk
petey pablo,dirty south rap
petey pablo,gangster rap
petey pablo,hip pop
petey pablo,north carolina hip hop
petey pablo,pop rap
petey pablo,southern hip hop
thom yorke,art pop
thom yorke,electronica
thom yorke,glitch pop
thom yorke,indie rock
thom yorke,oxford indie
escape the fate,alternative metal
escape the fate,metalcore
escape the fate,pixie
escape the fate,pop punk
escape the fate,screamo
angels & airwaves,modern rock
angels & airwaves,pop punk
angels & airwaves,socal pop punk
this providence,neon pop punk
this providence,pop emo
this providence,pop punk
taylor swift,pop
cherish,atl hip hop
cherish,dance pop
cherish,girl group
cherish,hip pop
cherish,pop r&b
cherish,r&b
cherish,southern hip hop
cherish,urban contemporary
the icicle works,new romantic
the icicle works,new wave
the icicle works,new wave pop
the icicle works,synthpop
alexi murdoch,acoustic pop
alexi murdoch,british singer-songwriter
alexi murdoch,indie folk
alexi murdoch,neo mellow
alexi murdoch,stomp and holler
the red jumpsuit apparatus,pop punk
the red jumpsuit apparatus,pop rock
the red jumpsuit apparatus,screamo
cute is what we aim for,neon pop punk
cute is what we aim for,pixie
cute is what we aim for,pop emo
cute is what we aim for,pop punk
silversun pickups,alternative metal
silversun pickups,alternative rock
silversun pickups,indie pop
silversun pickups,indie rock
silversun pickups,la indie
silversun pickups,modern rock
silversun pickups,pop rock
silversun pickups,rock
nelly furtado,canadian latin
nelly furtado,canadian pop
nelly furtado,dance pop
nelly furtado,pop
nelly furtado,pop rap
the wood brothers,blues rock
the wood brothers,deep new americana
the wood brothers,funk
the wood brothers,jam band
the wood brothers,modern blues rock
the wood brothers,new americana
the wood brothers,progressive bluegrass
the wood brothers,roots rock
the wood brothers,stomp and holler
fergie,dance pop
fergie,pop
fergie,post-teen pop
fergie,urban contemporary
snow patrol,irish rock
snow patrol,modern rock
snow patrol,neo mellow
snow patrol,permanent wave
snow patrol,pop rock
snow patrol,rock
youngbloodz,atl hip hop
youngbloodz,crunk
youngbloodz,dirty south rap
youngbloodz,gangster rap
youngbloodz,pop rap
youngbloodz,rap
youngbloodz,southern hip hop
rick ross,dirty south rap
rick ross,gangster rap
rick ross,hip hop
rick ross,pop rap
rick ross,rap
rick ross,southern hip hop
rick ross,trap
josé gonzález,gothenburg indie
josé gonzález,indie folk
josé gonzález,neo mellow
josé gonzález,stomp and holler
josé gonzález,swedish indie folk
josé gonzález,swedish indie pop
josé gonzález,swedish singer-songwriter
flyleaf,alternative metal
flyleaf,christian alternative rock
flyleaf,christian rock
flyleaf,nu metal
flyleaf,post-grunge
matchbook romance,emo
matchbook romance,pop punk
matchbook romance,post-hardcore
matchbook romance,screamo
james morrison,neo mellow
james morrison,neo soul
james morrison,pop
james morrison,pop rock
troy,australian pop
troy,dance pop
troy,electropop
troy,pop
troy,viral pop
scissor sisters,dance pop
scissor sisters,dance rock
scissor sisters,electropop
high school musical cast,dance pop
high school musical cast,post-teen pop
garbage,alternative dance
garbage,alternative rock
garbage,dance pop
garbage,dance rock
garbage,electronic rock
garbage,lilith
garbage,permanent wave
garbage,pop rock
garbage,rock
onerepublic,dance pop
onerepublic,piano rock
onerepublic,pop
onerepublic,pop rock
band of horses,indie folk
band of horses,indie rock
band of horses,modern rock
band of horses,stomp and holler
cartel,latin hip hop
cartel,mexican hip hop
jordin sparks,dance pop
jordin sparks,neo mellow
jordin sparks,pop
jordin sparks,pop rock
jordin sparks,post-teen pop
jordin sparks,r&b
jordin sparks,urban contemporary
jonas brothers,boy band
jonas brothers,dance pop
jonas brothers,pop
jonas brothers,post-teen pop
david guetta,big room
david guetta,dance pop
david guetta,edm
david guetta,pop
david guetta,pop dance
david guetta,pop rap
mika,dance pop
mika,europop
mika,pop
feist,canadian indie
feist,canadian pop
feist,indie pop
feist,indie rock
feist,stomp and holler
beirut,albuquerque indie
beirut,baroque pop
beirut,chamber pop
beirut,indie pop
beirut,indie rock
beirut,stomp and holler
mgmt,alternative dance
mgmt,indie rock
mgmt,indietronica
mgmt,modern rock
mgmt,rock
zac efron,dance pop
zac efron,hollywood
zac efron,post-teen pop
zac efron,show tunes
mario,dance pop
mario,hip pop
mario,pop
mario,pop r&b
mario,r&b
mario,urban contemporary
pretty ricky,dance pop
pretty ricky,hip hop
pretty ricky,hip pop
pretty ricky,miami hip hop
pretty ricky,pop r&b
pretty ricky,pop rap
pretty ricky,r&b
pretty ricky,rap
pretty ricky,southern hip hop
pretty ricky,trap
pretty ricky,urban contemporary
adele,british soul
adele,pop
adele,pop soul
adele,uk pop
dj drama,dirty south rap
dj drama,gangster rap
dj drama,hip hop
dj drama,philly rap
dj drama,pop rap
dj drama,rap
dj drama,southern hip hop
dj drama,trap
sara bareilles,acoustic pop
sara bareilles,dance pop
sara bareilles,lilith
sara bareilles,neo mellow
sara bareilles,pop
sara bareilles,pop rock
hannah montana,dance pop
hannah montana,pop
hannah montana,post-teen pop
hannah montana,social media pop
missy higgins,australian pop
the last goodnight,neo mellow
the last goodnight,pop rock
secondhand serenade,neo mellow
secondhand serenade,piano rock
secondhand serenade,pixie
secondhand serenade,pop punk
secondhand serenade,pop rock
black lips,atlanta indie
black lips,atlanta punk
black lips,garage pop
black lips,garage rock
black lips,indie garage rock
black lips,indie rock
black lips,neo-psychedelic
black lips,punk blues
j. holiday,bassline
j. holiday,hip pop
j. holiday,new jack swing
j. holiday,pop r&b
j. holiday,pop rap
j. holiday,r&b
j. holiday,urban contemporary
