artist_name,occurrences,theme_weight
olivia newton-john,7,0.94256848
esperanza spalding,7,0.971307822
al kooper,7,0.936488974
con funk shun,7,0.93990706
jerry reed,7,0.894271212
pink martini,7,0.959770538
emancipator,7,0.968987915
captain beyond,7,0.905471048
kris kristofferson,7,0.963461542
tommy dorsey,7,0.972065045
doug stone,7,0.964148613
pat boone,7,0.977281092
patti smith,7,0.922661578
anne murray,7,0.938358864
old crow medicine show,7,0.948399917
jonathan butler,7,0.948553027
lil wyte,7,0.951713516
mc5,7,0.932886319
hirie,7,0.845420337
anita baker,7,0.893996994
bryan ferry,7,0.972097215
scott walker,7,0.992910337
yellowcard,7,0.901629837
billy walker,7,0.922662063
aaron watson,7,0.969193844
ocean alley,7,0.928770435
eartha kitt,7,0.92811332
mike love,7,0.945437806
john hammond,7,0.942364523
wynonna,7,0.910710592
sufjan stevens,7,0.947534155
bumpin uglies,7,0.984074911
epmd,7,0.900682441
lightnin' hopkins,7,0.951664397
hot tuna,7,0.926684776
uriah heep,7,0.943181614
bert jansch,7,0.954434087
john mayall,7,0.92412974
black roots,7,0.969353275
the hollies,7,0.978093687
christopher cross,7,0.932604892
leonard cohen,7,0.955068259
the lovin' spoonful,7,0.970103365
the turtles,7,0.974203931
anthony b,7,0.938065127
musical youth,7,0.933592331
lorrie morgan,7,0.988939588
the fabulous thunderbirds,7,0.964339152
miley cyrus,7,0.919066517
grace jones,7,0.973539671
eraserheads,7,0.984652722
third world,7,0.961796801
gorilla zoe,7,0.874344926
big mountain,7,0.948301739
the stranglers,7,0.843220101
the melodians,7,0.968418543
creation rebel,7,0.948115606
gang of four,7,0.946207078
sara evans,7,0.908520391
joe pass,7,0.946237865
public image ltd.,7,0.946606471
the zombies,7,0.971088152
jack jones,7,0.97006161
a$ap rocky,7,0.933525844
chaka khan,7,0.938514788
foster the people,7,0.899231887
the righteous brothers,7,0.948835575
grant green,7,0.946232483
incognito,7,0.925422447
flamin' groovies,7,0.955910904
brett young,7,0.905981934
moonchild,7,0.953829718
corey smith,7,0.968887487
donald byrd,7,0.900881149
gucci mane,7,0.935914541
carmen mcrae,7,0.921931498
buck owens,7,0.86864308
martha reeves & the vandellas,7,0.913695515
turnpike troubadours,7,0.949045382
richie spice,7,0.9763514
joe diffie,7,0.949306182
loudon wainwright iii,7,0.946362725
the lacs,7,0.929885244
current swell,7,0.972377241
whiskey myers,7,0.929919216
stephen marley,7,0.945277395
gentleman,7,0.953989081
midland,7,0.941492228
carla thomas,7,0.906841106
kodak black,7,0.964653586
gary stewart,7,0.964936995
sia,7,0.924553096
mishka,7,0.916304002
too rude,7,0.961062084
sparks,7,0.935777741
phyllis dillon,7,0.957075811
katy perry,7,0.943276854
mr. vegas,7,0.971196592
yg,7,0.924285403
boogie down productions,7,0.938794063
"lee ""scratch"" perry",7,0.877972118
the used,7,0.963375492
have a nice life,7,0.947667099
lifehouse,7,0.953977618
the dead weather,7,0.955764183
k.d. lang,7,0.986683385
danzig,7,0.940665296
the marcus king band,7,0.978456165
huey lewis & the news,7,0.905458862
sir charles jones,7,0.956412326
sting,7,0.881385252
simply red,7,0.938962886
collective soul,7,0.970850877
hootie & the blowfish,7,0.930326805
3 doors down,7,0.93381036
supertramp,7,0.95264088
the goo goo dolls,7,0.974608287
portishead,7,0.904580087
black mountain,7,0.93848583
wendell b,7,0.953221587
the sheepdogs,7,0.940401126
toto,7,0.973044617
the chordettes,7,0.929035437
tucka,7,0.979187066
ghantasala,7,0.968014754
sly & the family stone,7,0.925587025
built to spill,7,0.947693267
papa roach,7,0.937483871
p!nk,7,0.957784109
reignwolf,7,0.911397581
george thorogood & the destroyers,7,0.895195329
poison,7,0.878037237
kid rock,7,0.931488615
scientists,7,0.902785699
tab benoit,7,0.973198855
mazzy star,7,0.963416506
marshall crenshaw,7,0.957981321
sepultura,7,0.949445827
pop evil,7,0.865037218
"10,000 maniacs",7,0.931420166
the subdudes,7,0.95197974
cypress hill,7,0.897440305
fiona apple,7,0.919967521
interpol,7,0.941593235
the ventures,7,0.95759985
stone sour,7,0.903895112
babyface,7,0.954885486
rancid,7,0.884808088
sammy hagar,7,0.951606202
robert johnson,7,0.941477988
jd mcpherson,7,0.897685483
keith richards,7,0.91443018
the jesus and mary chain,6,0.878386484
aceyalone,6,0.935201316
robert glasper experiment,6,0.954659653
switchfoot,6,0.920468421
lorne greene,6,0.954705729
elmore james,6,0.964288795
lil yachty,6,0.878798264
outkast,6,0.991415565
small faces,6,0.954047453
samantha fish,6,0.940442194
climax blues band,6,0.95987514
blind melon,6,0.961997813
haken,6,0.980513502
fleet foxes,6,0.9141872
dottie west,6,0.953634341
the tymes,6,0.973320576
lizz wright,6,0.962444118
tesla,6,0.961975027
aaliyah,6,0.849807712
tom waits,6,0.922144141
lead belly,6,0.953690529
leo sayer,6,0.903633083
gene autry,6,0.933584188
brownie mcghee,6,0.953711497
morrissey,6,0.966136919
quality control,6,0.955988535
fugazi,6,0.925840604
solomon burke,6,0.942547523
patti page,6,0.93358515
skid row,6,0.955371451
warren g,6,0.914880444
counting crows,6,0.944749156
the beautiful girls,6,0.991065851
faith no more,6,0.971989436
sons of the pioneers,6,0.968669965
ryan bingham,6,0.903118528
the cascades,6,0.930304491
larry carlton,6,0.933601894
swell maps,6,0.904351946
ice-t,6,0.887994388
the tubes,6,0.913608659
david guetta,6,0.976320319
the flaming lips,6,0.948097005
pieces of a dream,6,0.984785483
irma thomas,6,0.954896511
scotty mccreery,6,0.948232774
chance the rapper,6,0.952185274
the hippy boys,6,0.901981492
erroll garner,6,0.977908508
the knack,6,0.894261906
bon jovi,6,0.942514566
bauhaus,6,0.973558695
leon bridges,6,0.952877012
marcia griffiths,6,0.931687668
broken bells,6,0.923569631
dokken,6,0.913795554
abstract rude,6,0.967158295
django reinhardt,6,0.985812054
slim smith,6,0.956825172
sonny & cher,6,0.895371074
bts,6,0.989982985
clinton fearon,6,0.938384795
larkin poe,6,0.927969133
the head and the heart,6,0.95759464
air supply,6,0.856342311
j. cole,6,0.964726493
frankie paul,6,0.924227615
joe bataan,6,0.96704768
bunny wailer,6,0.90918019
marvin sease,6,0.955087559
greta van fleet,6,0.954947232
jr. walker & the all stars,6,0.929342965
yungblud,6,0.806060465
sugar minott,6,0.930187142
bill evans trio,6,0.939004031
dire straits,6,0.972834445
shirley horn,6,0.991761385
vince staples,6,0.917344887
garnett silk,6,0.932702816
buju banton,6,0.926363945
the arcs,6,0.927667422
tanya stephens,6,0.969215564
taylor mcferrin,6,0.91545039
ritchie valens,6,0.865457031
z.z. hill,6,0.948010603
coolio,6,0.916080329
the babys,6,0.919792621
phoenix,6,0.912709741
chase rice,6,0.964021955
calvin harris,6,0.972830265
pavement,6,0.898817681
jimmy eat world,6,0.898088593
shawn mendes,6,0.934576651
kip moore,6,0.933617052
vince guaraldi trio,6,0.946315742
deodato,6,0.945977343
big maybelle,6,0.911667041
woody guthrie,6,0.812020533
logic,6,0.970699696
devo,6,0.975192044
bounty killer,6,0.960130766
heatwave,6,0.918590099
kongos,6,0.856701559
dan + shay,6,0.911099758
bryson tiller,6,0.979648954
halsey,6,0.928304506
the dramatics,6,0.924507069
brian hyland,6,0.955021161
old dominion,6,0.973074017
the paragons,6,0.993093231
x ambassadors,6,0.989840267
lana del rey,6,0.915705783
the go-go's,6,0.879878966
2pac,6,0.9497662
night shield,6,0.911763099
brand new,6,0.935069821
the jayhawks,6,0.940573186
live,6,0.868657271
phil vassar,6,0.925497621
st germain,6,0.981129246
loverboy,6,0.915777675
pure prairie league,6,0.958191828
levon helm,6,0.94766771
gyptian,6,0.918851323
katastro,6,0.934558455
anders osborne,6,0.929751515
band of skulls,6,0.954242438
insane clown posse,6,0.980601277
george michael,6,0.948252946
black joe lewis & the honeybears,6,0.956089137
iron butterfly,6,0.972200501
t-pain,6,0.935557117
kitty wells,6,0.976426904
slim thug,6,0.953819711
sevendust,6,0.945486681
the coasters,6,0.976833975
john conlee,6,0.976165684
koop,6,0.991577231
little walter,6,0.937217294
mc lyte,6,0.892812088
dropkick murphys,6,0.959385574
ann peebles,6,0.910078848
april wine,6,0.986063105
don henley,6,0.930812294
asha bhosle,6,0.968173428
shenandoah,6,0.967956853
starset,6,0.954263755
big daddy kane,6,0.899504231
paul davis,6,0.901382517
spoon,6,0.894263982
the decemberists,6,0.937223978
j. roddy walston & the business,6,0.913402228
the partridge family,6,0.940674127
gorguts,6,0.967688079
iya terra,6,0.951773532
gang starr,6,0.926809046
pretenders,6,0.984127091
phoebe snow,6,0.940321582
the spits,6,0.96316259
carl perkins,6,0.964133433
barenaked ladies,6,0.92413433
the lox,6,0.827703562
son volt,6,0.901669655
robert randolph & the family band,6,0.964822117
rodney crowell,6,0.94232934
lee roy parnell,6,0.949195244
billy idol,6,0.94301823
ike & tina turner,6,0.960106244
dave edmunds,6,0.970218025
justin timberlake,6,0.947656369
sublime with rome,6,0.931268773
barbara lewis,6,0.947730361
saliva,6,0.903537686
the blackbyrds,6,0.929629935
graveyard,6,0.951465028
sinéad o'connor,6,0.934712129
raspberries,6,0.89719812
the lettermen,6,0.973951614
r. city,6,0.965427176
roy buchanan,6,0.954175818
six60,6,0.962840981
fourplay,6,0.978843375
will downing,6,0.937717101
iris dement,6,0.97765378
afi,6,0.973483679
billy ray cyrus,6,0.975167654
confederate railroad,6,0.958196031
digable planets,6,0.951662269
bent,6,0.986516942
fortunate youth,6,0.904494944
ray campi,6,0.975607347
t-bone walker,6,0.980969717
hanni el khatib,6,0.965708398
michael bublé,6,0.983772347
83,5,0.969141291
coco montoya,5,0.966118681
mack 10,5,0.915657262
the maytals,5,0.940291816
fine young cannibals,5,0.958320228
the spencer davis group,5,0.988076521
glass animals,5,0.809040079
dinosaur jr.,5,0.916578652
enrique iglesias,5,0.846163223
black moon,5,0.933699617
c.w. stoneking,5,0.888745963
kane brown,5,0.876035042
pat green,5,0.923776376
matt maher,5,0.901618657
lee ann womack,5,0.958702571
drivin n cryin,5,0.922655505
the new birth,5,0.890029546
the upsetters,5,0.912434154
ginuwine,5,0.937954233
derrick morgan,5,0.995491848
new kids on the block,5,0.937855131
brian culbertson,5,0.92819401
little texas,5,0.983262536
godspeed you! black emperor,5,0.956442921
nipsey hussle,5,0.950498013
kevin gates,5,0.934728095
kid ink,5,0.942808207
*nsync,5,0.935694944
meek mill,5,0.969630321
rhett akins,5,0.979512325
oscar peterson trio,5,0.964652323
gary lewis & the playboys,5,0.873670084
bruno mars,5,0.951577261
everything but the girl,5,0.955662027
amy grant,5,0.948806566
tracy byrd,5,0.927007112
sam smith,5,0.939421916
blackstreet,5,0.879848171
twisted sister,5,0.870647861
big youth,5,0.924951796
steve tyrell,5,0.935930587
b.t. express,5,0.967740207
karen dalton,5,0.92611304
edie brickell & new bohemians,5,0.970334539
bessie smith,5,0.903854824
the highwaymen,5,0.983983387
leroy smart,5,0.996310552
max romeo,5,0.903427339
cole swindell,5,0.968656071
james ingram,5,0.906780456
lorde,5,0.956274317
cassandra wilson,5,0.885869493
isaac hayes,5,0.955962081
spice girls,5,0.867849423
us3,5,0.904899616
lemon jelly,5,0.918848978
rodney carrington,5,0.995627569
freddie mcgregor,5,0.987642616
jodeci,5,0.835907224
big bill broonzy,5,0.9701533
xscape,5,0.963477015
frankie valli,5,0.947126765
the smithereens,5,0.946472797
judee sill,5,0.994296566
the carter family,5,0.978147438
ghostface killah,5,0.883748277
fat freddy's drop,5,0.941651253
the california honeydrops,5,0.902850555
helen reddy,5,0.98347356
the duprees,5,0.934781866
betty carter,5,0.975160126
yoko ono,5,0.967496218
stacey kent,5,0.991208752
procol harum,5,0.993555637
the ozark mountain daredevils,5,0.966831618
naughty by nature,5,0.938385809
sheryl crow,5,0.973439341
vanilla ice,5,0.919529173
ace of base,5,0.924533331
jungle brothers,5,0.963434546
david benoit,5,0.957549255
darius rucker,5,0.939632001
evans blue,5,0.956278599
red,5,0.973860731
artie shaw,5,0.948161434
bobbie gentry,5,0.895399506
burt bacharach,5,0.960470871
lynn anderson,5,0.966610172
dream theater,5,0.962898284
bill haley & his comets,5,0.756821616
crowded house,5,0.939986808
swv,5,0.96011944
robert palmer,5,0.963381928
mott the hoople,5,0.955721189
the cat empire,5,0.973023142
michael w. smith,5,0.886462789
todd snider,5,0.953700478
mad season,5,0.910539306
roy ayers ubiquity,5,0.945455802
jake owen,5,0.9170115
hunter hayes,5,0.929144276
country joe & the fish,5,0.97967927
justin townes earle,5,0.935852509
cafe jazz deluxe,5,0.980357101
loon,5,0.909512095
lenny kravitz,5,0.944537021
the marcels,5,0.965946469
the parlor mob,5,0.978810931
raekwon,5,0.915200358
pam tillis,5,0.955788194
chick corea,5,0.977427034
ringo starr,5,0.965785738
cymande,5,0.936902456
gene pitney,5,0.978672291
melanie martinez,5,0.92176294
special ed,5,0.855761066
rick braun,5,0.945656414
machine gun kelly,5,0.961362851
chris cornell,5,0.8938634
elvin bishop,5,0.960984283
gary puckett & the union gap,5,0.996358703
gary wright,5,0.964143116
krizz kaliko,5,0.965424265
hole,5,0.967041054
margo guryan,5,0.969759993
a r i z o n a,5,0.949886136
10 years,5,0.85426477
chris cagle,5,0.923026055
justin moore,5,0.982568681
gregory porter,5,0.996119344
josh abbott band,5,0.899674197
cinderella,5,0.92981002
alter bridge,5,0.928270407
jason isbell and the 400 unit,5,0.945817036
the crusaders,5,0.941687422
t.g. sheppard,5,0.957084712
badbadnotgood,5,0.960046292
paul revere & the raiders,5,0.954354741
bastille,5,0.936720468
owen gray,5,0.975905302
future,5,0.918217713
akon,5,0.919755886
louis jordan & his tympany five,5,0.985143901
mountain,5,0.94551783
charlie parker,5,0.953218816
cliff richard,5,0.970353415
escape the fate,5,0.986114366
wookiefoot,5,0.937874508
mat kearney,5,0.954729534
johnny burnette,5,0.780712342
passion pit,5,0.956147278
jacob miller,5,0.991695972
juvenile,5,0.962532313
cas haley,5,0.881647473
reo speedwagon,5,0.958508783
crime mob,5,0.899546126
nick wiz,5,0.955502091
willie dixon,5,0.964127926
dee dee sharp,5,0.925024037
e-40,5,0.914087424
kbong,5,0.907936945
babe rainbow,5,0.962767723
boyz n da hood,5,0.908957781
snow patrol,5,0.904730371
shelley fabares,5,0.925879504
tomorrows bad seeds,5,0.95911724
senses fail,5,0.960883201
pat kelly,5,0.894104237
josh white,5,0.93528887
busy signal,5,0.953610166
destiny's child,5,0.941750506
pat travers,5,0.916445759
flyleaf,5,0.952402631
demarco,5,0.984962855
arcade fire,5,0.895052662
ruth brown,5,0.902785429
puddle of mudd,5,0.920562505
through the roots,5,0.939917671
helen merrill,5,0.990376588
blackhawk,5,0.972897295
the cleaners from venus,5,0.96199473
the human league,5,0.976590374
rick springfield,5,0.937481677
the shins,5,0.938383081
al martino,5,0.993220177
cal tjader,5,0.941356787
yaz,5,0.920681494
roy hamilton,5,0.921933136
modern english,5,0.892528297
rainbow,5,0.906228324
bush,5,0.948519178
shyne,5,0.898585997
kings and comrades,5,0.878773527
squeeze,5,0.991950344
shakira,5,0.93431213
nelly,5,0.883329512
clarence carter,5,0.96700848
lady saw,5,0.949482318
lil' flip,5,0.920713908
iggy pop,5,0.972841924
the alan parsons project,5,0.950528095
canned heat,5,0.94150246
phantogram,5,0.869442984
owl city,5,0.9445897
crowder,5,0.914406752
janis joplin,5,0.966258786
the grace thrillers,5,0.959533784
the paul butterfield blues band,5,0.94635265
protoje,5,0.99553832
falling in reverse,5,0.98299727
lou reed,5,0.928220279
cliff richard & the shadows,5,0.920692485
taking back sunday,5,0.951640957
mike pinto,5,0.977722886
ashanti,5,0.86342597
judy collins,5,0.935311457
the dovells,5,0.949196289
little richard,5,0.863971102
allen toussaint,5,0.98260158
fuel,5,0.932050169
the itals,5,0.971056839
tarrus riley,5,0.942781992
selena gomez,5,0.984784232
diana ross,5,0.940231405
des rocs,5,0.990936515
cornell campbell,5,0.970202036
neko case,5,0.951948159
onerepublic,5,0.943369326
magic sam,5,0.892318484
fred astaire,5,0.944359624
coheed and cambria,5,0.926674449
high school musical cast,5,0.932600769
brook benton,5,0.876107576
the searchers,5,0.899569007
sumo,5,0.924634426
jerry butler,5,0.917878979
the feelies,5,0.963335701
culture club,5,0.927807674
death,4,0.968479614
mike & the mechanics,4,0.919721144
loose ends,4,0.855853383
jonathan edwards,4,0.956233399
new riders of the purple sage,4,0.922312299
lil scrappy,4,0.92493253
radio birdman,4,0.869970195
paul hardcastle,4,0.935548084
the supervillains,4,0.911566554
big brother & the holding company,4,0.972027013
sara bareilles,4,0.928103488
labi siffre,4,0.981594803
diane schuur,4,0.943598099
captain & tennille,4,0.963380963
for king & country,4,0.95438729
konshens,4,0.958878818
toni braxton,4,0.982264086
tom t. hall,4,0.879910554
candlebox,4,0.921983116
rufus thomas,4,0.888041602
japan,4,0.968594759
ruby and the romantics,4,0.951985048
j.b. lenoir,4,0.985197413
suzanne vega,4,0.983491834
nico,4,0.992816157
naked eyes,4,0.950984962
blur,4,0.895406906
bob weir,4,0.947995206
skindred,4,0.925457156
the the,4,0.909388032
mobb deep,4,0.876701513
simple minds,4,0.95832848
egypt central,4,0.963073159
yusuf / cat stevens,4,0.837623033
salt-n-pepa,4,0.927841227
gram parsons,4,0.946583972
bitty mclean,4,0.902402432
nonpoint,4,0.926770445
orleans,4,0.959981843
johnny rivers,4,0.922023083
don covay,4,0.985920789
4 non blondes,4,0.978076748
gin blossoms,4,0.940743095
parker millsap,4,0.910514729
mr. bungle,4,0.980676609
annie lennox,4,0.960949638
white zombie,4,0.940845339
steve winwood,4,0.900274568
flunk,4,0.979703283
funkadelic,4,0.971896322
darryl worley,4,0.904986515
joe nichols,4,0.953818569
strawberry alarm clock,4,0.974227954
wade bowen,4,0.963847625
katie melua,4,0.942762325
fred neil,4,0.912302966
matthew west,4,0.902562558
collie buddz,4,0.972954049
daughtry,4,0.96213398
thousand foot krutch,4,0.887009794
steve young,4,0.924956718
big black,4,0.970347405
giant panda guerilla dub squad,4,0.910410706
suzi quatro,4,0.970947378
tex williams,4,0.978114612
slim harpo,4,0.923426985
the delta saints,4,0.899052115
lincoln durham,4,0.97346384
ryan adams,4,0.964549396
abc,4,0.970316015
george hamilton iv,4,0.9678525
jagged edge,4,0.971927106
claude king,4,0.978641782
die antwoord,4,0.823694311
stetsasonic,4,0.927333051
the bravery,4,0.955936878
najee,4,0.979844543
gene watson,4,0.947490994
bukka white,4,0.973384242
the monks,4,0.830878678
silversun pickups,4,0.913576675
tegan and sara,4,0.962348542
craig morgan,4,0.967074511
kurtis blow,4,0.911061865
kevin sharp,4,0.930276858
north mississippi allstars,4,0.963079779
eddie vedder,4,0.777059541
texas tornados,4,0.967610903
billy dean,4,0.995432235
audioslave,4,0.959172618
professor longhair,4,0.890677652
vera lynn,4,0.969716749
classics iv,4,0.977150615
patrick sweany,4,0.88289526
atreyu,4,0.983761055
the notting hillbillies,4,0.951826924
johnny hates jazz,4,0.943026632
men at work,4,0.977653386
the sugarcubes,4,0.937644891
kylie minogue,4,0.852852381
12 stones,4,0.963708634
marty stuart,4,0.901828919
the kentucky headhunters,4,0.949090599
soft cell,4,0.966330151
james mcmurtry,4,0.926589371
jahmiel,4,0.979223466
spandau ballet,4,0.976222994
unified highway,4,0.955350665
highway 101,4,0.984956235
steve oliver,4,0.95331912
screeching weasel,4,0.855268804
the pointer sisters,4,0.846040356
margaret whiting,4,0.993476447
n.w.a.,4,0.868322189
black label society,4,0.881169879
ll cool j,4,0.9381774
lamb,4,0.926762452
de la soul,4,0.978725093
seasick steve,4,0.96212946
jo stafford,4,0.967672611
the chantels,4,0.959903575
gene vincent,4,0.919142872
belinda carlisle,4,0.970686418
brad mehldau,4,0.985369626
camp lo,4,0.952136844
john berry,4,0.948098707
tim hardin,4,0.94822988
the skatalites,4,0.876641689
the mills brothers,4,0.994208623
willie clayton,4,0.953591939
a flock of seagulls,4,0.981866596
richard marx,4,0.932076055
lil b,4,0.96415615
peter cetera,4,0.860244464
8ball & mjg,4,0.924842716
terri clark,4,0.932333496
sheena easton,4,0.863779419
newsboys,4,0.969506619
rick astley,4,0.864354664
tash sultana,4,0.938542337
box car racer,4,0.907164745
trapt,4,0.918890085
the desert rose band,4,0.985611604
ernest tubb,4,0.911771652
renee olstead,4,0.996721311
kirk whalum,4,0.906770783
them crooked vultures,4,0.891301681
default,4,0.950273088
status quo,4,0.909911582
josé feliciano,4,0.891306814
radio moscow,4,0.969465144
iron & wine,4,0.926805171
masicka,4,0.977673852
bodeans,4,0.910226343
dickey betts,4,0.946149261
the gourds,4,0.962915575
regina spektor,4,0.923642037
lloyd banks,4,0.929095168
ray lamontagne,4,0.891746859
the fray,4,0.915720821
gene chandler,4,0.915000444
en vogue,4,0.955816925
say anything,4,0.919946013
head east,4,0.991443931
mohammed rafi,4,0.979097988
passion,4,0.871812123
asleep at the wheel,4,0.901454377
typical cats,4,0.918363743
gilbert o'sullivan,4,0.996651034
keyshia cole,4,0.947390987
the black seeds,4,0.948976203
janie fricke,4,0.870388371
the foundations,4,0.984583776
baillie & the boys,4,0.918078111
snoop lion,4,0.900338851
billie jo spears,4,0.987695962
phil ochs,4,0.964756394
special efx,4,0.988569118
katchafire,4,0.887304662
the gregg allman band,4,0.959096899
orange juice,4,0.966805202
johnny tillotson,4,0.986059255
gregg allman,4,0.996513271
john williamson,4,0.927548653
the king khan & bbq show,4,0.917916732
lone justice,4,0.940589867
tommy bolin,4,0.927558161
t.i.,4,0.952700287
the skyliners,4,0.937150823
usher,4,0.881696539
marian mcpartland,4,0.960595745
richard & linda thompson,4,0.939502261
mission of burma,4,0.935232476
sonny rollins,4,0.941450004
bettye swann,4,0.981557545
the von bondies,4,0.996182247
josh groban,4,0.967776428
dashboard confessional,4,0.966273664
christopher martin,4,0.970346332
mel tillis,4,0.976047771
rare earth,4,0.957700869
blockhead,4,0.900999555
hannah montana,4,0.930587534
the main ingredient,4,0.957813712
the heptones,4,0.968908036
christina aguilera,4,0.983323368
eugene mcdaniels,4,0.971252247
patra,4,0.900433157
jon pardi,4,0.925227823
faith evans,4,0.985168716
tyler farr,4,0.92722787
stephen bishop,4,0.963842229
the dave clark five,4,0.99619883
nice & smooth,4,0.92622044
ms. lauryn hill,4,0.945421354
super cat,4,0.991574488
the gaylads,4,0.95143729
montell jordan,4,0.909114259
nashville cast,4,0.977688696
the tennors,4,0.969778893
the uniques,4,0.930783712
blackbear,4,0.968866492
ben rector,4,0.944078985
ellie goulding,4,0.945607414
big bub,4,0.944737361
arc angels,4,0.99158011
kesha,4,0.937854142
robben ford & the blue line,4,0.988774336
two door cinema club,4,0.933115763
the pioneers,4,0.963306909
the damned,4,0.987856967
my darkest days,4,0.853683881
elliott smith,4,0.982281307
the ziggens,4,0.984253436
car bomb,4,0.985644023
lena horne,4,0.979348691
ashes remain,4,0.907247675
inner circle,4,0.856714788
project pat,4,0.969552541
glee cast,4,0.875395955
leslie odom jr.,4,0.982141081
fatback band,4,0.865848136
the flesh eaters,4,0.926962335
mother mother,4,0.90142404
novelists,4,0.963983799
fantastic negrito,4,0.912690134
graham central station,4,0.851528408
sister sledge,4,0.919744475
commodores,4,0.883788896
kadhja bonet,4,0.927655782
alessia cara,4,0.907537688
roy ayers,4,0.98545249
daniel caesar,4,0.969683067
art pepper,4,0.996252475
jason isbell,4,0.984618202
nai palm,4,0.945452474
young money,4,0.971194565
bill frisell,4,0.952079222
the j.b.'s,4,0.887743224
vic damone,4,0.971551434
alanis morissette,4,0.968116564
kofi,4,0.946705911
the seeds,4,0.966178281
junior wells,4,0.985182639
willie bobo,4,0.960443085
david axelrod,4,0.935955207
kendrick lamar,4,0.922144659
thompson twins,4,0.991728494
big mama thornton,4,0.937977832
the five keys,4,0.950783516
survivor,4,0.918332419
tetrack,4,0.910775085
asia,4,0.948749526
colin james,4,0.945178159
capital letters,4,0.893306134
frank ocean,4,0.944575519
zedd,4,0.91782636
avicii,4,0.960990793
bryce vine,4,0.931970282
bad brains,4,0.874068403
eli young band,4,0.919745469
saint motel,4,0.980844013
yo la tengo,4,0.961201351
days of the new,4,0.973942952
set it off,4,0.990654264
johnny hartman,4,0.990428722
eric johnson,4,0.976185161
tyga,4,0.966569054
meat puppets,4,0.96061939
manowar,4,0.901973284
don carlos,4,0.963072037
paul desmond,4,0.959446218
christina perri,4,0.913762847
ron gallo,4,0.928459461
skeeter davis,4,0.914314093
elvis costello,4,0.95022737
bob andy,4,0.941034037
the beatnuts,4,0.860827321
blackface,4,0.975101088
johnny ace,4,0.933565771
98º,4,0.943018618
jeremy camp,4,0.827543541
pinchers,4,0.97948076
lloyd price,4,0.987767213
grouplove,4,0.942557354
sly & robbie,4,0.934135609
chad & jeremy,4,0.941969003
the walker brothers,4,0.877744065
august alsina,4,0.946161062
frankie lymon,4,0.92107929
james arthur,4,0.894630495
kelsea ballerini,4,0.888039486
chick webb,4,0.935114952
the delmonas,4,0.990908495
half•alive,4,0.905212312
big sean,4,0.89087171
goodbye june,4,0.913983828
adam calhoun,4,0.983430094
missy elliott,4,0.838824117
bob welch,4,0.88304967
deca,4,0.968737908
laura nyro,4,0.963792773
hiphop tamizha,4,0.914948603
alec benjamin,4,0.890079136
wu-tang clan,4,0.943991698
long beach dub allstars,4,0.97332876
colt ford,4,0.987755473
jay z,4,0.970696214
hopsin,4,0.891039015
ingrid michaelson,4,0.866038076
ronnie laws,4,0.936633986
soen,4,0.919557896
shakatak,4,0.981491441
lee ritenour,4,0.989520778
u.k.,4,0.99609733
johnny mercer,4,0.907640409
lee morgan,4,0.970036637
lee brice,4,0.95909518
maddie & tae,4,0.892126818
randy houser,4,0.968600292
britney spears,4,0.904730558
deerhunter,4,0.953231644
playboi carti,4,0.959489677
robben ford,4,0.967168925
the association,4,0.988797184
guided by voices,4,0.960393872
seeed,4,0.968381708
brenda russell,4,0.97869913
billy currington,4,0.942131068
jimmy smith,4,0.944863289
the budos band,4,0.97907103
colbie caillat,4,0.873181646
desmond cheese,4,0.966107142
ashford & simpson,4,0.98647041
ryan adams & the cardinals,4,0.93197373
awolnation,4,0.954673198
china crisis,4,0.967507771
aminé,4,0.941182784
great white,4,0.960949716
the shouting matches,4,0.95715797
the buggles,4,0.961906644
testament,4,0.899233966
the roots,4,0.854226754
denis solee,4,0.959167611
joe williams,4,0.968054648
tyler bryant & the shakedown,4,0.920291172
brian simpson,4,0.946672753
caro emerald,4,0.876000493
francesca battistelli,4,0.949671558
allan holdsworth,4,0.972930961
the box tops,4,0.904488132
will.i.am,4,0.839869209
earl klugh,4,0.940402289
leon ware,4,0.960027967
the ravens,3,0.976561305
the gories,3,0.976325839
brant bjork,3,0.813371146
jeff lorber,3,0.990130469
mike zito,3,0.988620236
ray barretto,3,0.94580201
jimmy page,3,0.915092671
little eva,3,0.958114247
hank ballard,3,0.959445435
timi yuro,3,0.959007676
denzel curry,3,0.974043249
michael henderson,3,0.939111868
ray bonneville,3,0.946746967
russell dickerson,3,0.951433014
the sonics,3,0.921454234
coleman hawkins,3,0.965465901
sonny clark,3,0.942031641
ray wylie hubbard,3,0.960518693
cannonball adderley,3,0.99490657
kleeer,3,0.884766618
seckond chaynce,3,0.885652111
souls of mischief,3,0.945373446
corleone,3,0.977864331
mississippi john hurt,3,0.956917695
will smith,3,0.929979203
young mc,3,0.893737955
ulver,3,0.970257844
the modern jazz quartet,3,0.985935685
paul wall,3,0.904515922
lester young,3,0.959178801
wilson pickett,3,0.992113905
little big town,3,0.996313539
tommy james & the shondells,3,0.947504032
onyx,3,0.98485327
wes montgomery,3,0.963421927
zulú hip hop jam,3,0.960873417
patrice rushen,3,0.95400048
the blue stones,3,0.980868406
moonshine bandits,3,0.947069626
herbie mann,3,0.967382646
yellowjackets,3,0.941105556
david lee murphy,3,0.993251294
neal mccoy,3,0.951892135
