dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings
0.021135151,0.118394533,0.121096324,0.057428954,0.017416271,0.017060131,0.048758609,0.076700245,0.09670947,0.060099526,0.047387168,0.049032521,0.024162994,0.028054161,0.129534733,0.031003342
